trip_id,frame_idx,es_tp,dist_vs_frame_anterior,dist_vs_memoria_conductor_vigente,prob_fisica,velocidad,empty_cabin,persistencia_nueva_identidad,vuelve_al_conductor_anterior_10f,coherencia_candidatos_nuevos
1211381783014850,70,False,1.0195,1.0459420626382108,0.1395,68.0,False,21,False,0.7244516587075133
1214441784513800,116,False,1.0413,0.20906729742002983,0.645,34.0,False,67,True,0.20104821416818439
1211321782904740,38,False,1.0271,0.9039000020679053,1.0,34.529998779296875,False,1,True,
1214451784756270,44,False,1.1339,1.1339341722980845,0.5208,48.0,False,60,False,0.11959176876351547
1213981783610220,28,False,1.0106,0.9725210836650304,0.1446,76.0,False,1,True,
1214371784607680,381,False,1.0257,1.000716549898144,0.7029,22.0,False,32,False,0.4607896268639297
1214371784607680,326,False,1.0093,0.9967342708543436,0.8622,13.0,False,1,True,
1211311784709070,9,False,1.011,1.011046392368962,0.7959,27.0,False,1,False,
1250401784073890,99,False,1.037,0.9883806294951493,0.7267,34.150001525878906,False,1,True,
1214471784053870,195,False,1.0341,0.976388163266904,1.0,7.0,False,16,False,0.47088943440109543
1214411782938890,84,False,1.0256,0.9473144576912614,0.8091,21.0,False,1,True,
1211591784316340,18,False,1.0163,0.3424933190116267,0.8551,18.0,False,41,True,0.5353999767812714
1214231782929740,118,False,1.013,1.0130301030580509,0.2772,56.0,False,19,False,0.48520688964187086
1065641784882110,44,False,1.0194,0.7638307908225545,0.2744,69.0,False,1,True,
